"CAINC30 Economic Profile"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","2017"
"46700","Vallejo, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",48364
"46700","Vallejo, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",199445
"47020","Victoria, TX (Metropolitan Statistical Area)","","Place of residence profile",""
"47020","Victoria, TX (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4331739
"47020","Victoria, TX (Metropolitan Statistical Area)","100","  Population (persons) 3/",99651
"47020","Victoria, TX (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"47020","Victoria, TX (Metropolitan Statistical Area)","110","  Per capita personal income 4/",43469
"47020","Victoria, TX (Metropolitan Statistical Area)","240","Total employment (number of jobs)",57657
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)","","Place of residence profile",""
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5861990
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)","100","  Population (persons) 3/",151748
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)","110","  Per capita personal income 4/",38630
"47220","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)","240","Total employment (number of jobs)",75530
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *","","Place of residence profile",""
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *","10","Personal income (thousands of dollars)",85397443
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *","100","  Population (persons) 3/",1761305
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *","","Per capita incomes (dollars)",""
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *","110","  Per capita personal income 4/",48485
"47260","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area) *","240","Total employment (number of jobs)",1073003
"47300","Visalia, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"47300","Visalia, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",18069207
"47300","Visalia, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",463097
"47300","Visalia, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"47300","Visalia, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",39018
"47300","Visalia, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",207338
"47380","Waco, TX (Metropolitan Statistical Area)","","Place of residence profile",""
"47380","Waco, TX (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",10522336
"47380","Waco, TX (Metropolitan Statistical Area)","100","  Population (persons) 3/",268550
"47380","Waco, TX (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"47380","Waco, TX (Metropolitan Statistical Area)","110","  Per capita personal income 4/",39182
"47380","Waco, TX (Metropolitan Statistical Area)","240","Total employment (number of jobs)",160448
"47460","Walla Walla, WA (Metropolitan Statistical Area)","","Place of residence profile",""
"47460","Walla Walla, WA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",2679511
"47460","Walla Walla, WA (Metropolitan Statistical Area)","100","  Population (persons) 3/",60652
"47460","Walla Walla, WA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"47460","Walla Walla, WA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",44178
"47460","Walla Walla, WA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",35732
"47580","Warner Robins, GA (Metropolitan Statistical Area)","","Place of residence profile",""
"47580","Warner Robins, GA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",7293904
"47580","Warner Robins, GA (Metropolitan Statistical Area)","100","  Population (persons) 3/",180019
"47580","Warner Robins, GA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"47580","Warner Robins, GA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",40517
"47580","Warner Robins, GA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",95968
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *","","Place of residence profile",""
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *","10","Personal income (thousands of dollars)",430564944
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *","100","  Population (persons) 3/",6213246
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *","","Per capita incomes (dollars)",""
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *","110","  Per capita personal income 4/",69298
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area) *","240","Total employment (number of jobs)",4360516
"47940","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)","","Place of residence profile",""
"47940","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",7390946
"47940","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)","100","  Population (persons) 3/",169553
"47940","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"47940","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",43591
"47940","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",112872
"48060","Watertown-Fort Drum, NY (Metropolitan Statistical Area)","","Place of residence profile",""
"48060","Watertown-Fort Drum, NY (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5141615
"48060","Watertown-Fort Drum, NY (Metropolitan Statistical Area)","100","  Population (persons) 3/",113063
"48060","Watertown-Fort Drum, NY (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"48060","Watertown-Fort Drum, NY (Metropolitan Statistical Area)","110","  Per capita personal income 4/",45476
"48060","Watertown-Fort Drum, NY (Metropolitan Statistical Area)","240","Total employment (number of jobs)",67316
"48140","Wausau-Weston, WI (Metropolitan Statistical Area)","","Place of residence profile",""
"48140","Wausau-Weston, WI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",7711998
"48140","Wausau-Weston, WI (Metropolitan Statistical Area)","100","  Population (persons) 3/",163181
"48140","Wausau-Weston, WI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"48140","Wausau-Weston, WI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",47260
"48140","Wausau-Weston, WI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",106619
"48260","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)","","Place of residence profile",""
"48260","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4546694
"48260","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)","100","  Population (persons) 3/",118181
"48260","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"48260","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)","110","  Per capita personal income 4/",38472
"48260","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)","240","Total employment (number of jobs)",49592
"48300","Wenatchee, WA (Metropolitan Statistical Area)","","Place of residence profile",""
"48300","Wenatchee, WA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5700404
"48300","Wenatchee, WA (Metropolitan Statistical Area)","100","  Population (persons) 3/",118646
"48300","Wenatchee, WA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"48300","Wenatchee, WA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",48045
"48300","Wenatchee, WA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",71326
"48540","Wheeling, WV-OH (Metropolitan Statistical Area)","","Place of residence profile",""
"48540","Wheeling, WV-OH (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",6441832
"48540","Wheeling, WV-OH (Metropolitan Statistical Area)","100","  Population (persons) 3/",141228
"48540","Wheeling, WV-OH (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"48540","Wheeling, WV-OH (Metropolitan Statistical Area)","110","  Per capita personal income 4/",45613
"48540","Wheeling, WV-OH (Metropolitan Statistical Area)","240","Total employment (number of jobs)",81639
"48620","Wichita, KS (Metropolitan Statistical Area)","","Place of residence profile",""
"48620","Wichita, KS (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",31128209
"48620","Wichita, KS (Metropolitan Statistical Area)","100","  Population (persons) 3/",637636
"48620","Wichita, KS (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"48620","Wichita, KS (Metropolitan Statistical Area)","110","  Per capita personal income 4/",48818
"48620","Wichita, KS (Metropolitan Statistical Area)","240","Total employment (number of jobs)",392955
"48660","Wichita Falls, TX (Metropolitan Statistical Area)","","Place of residence profile",""
"48660","Wichita Falls, TX (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",6258027
"48660","Wichita Falls, TX (Metropolitan Statistical Area)","100","  Population (persons) 3/",151180
"48660","Wichita Falls, TX (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"48660","Wichita Falls, TX (Metropolitan Statistical Area)","110","  Per capita personal income 4/",41395
"48660","Wichita Falls, TX (Metropolitan Statistical Area)","240","Total employment (number of jobs)",91032
"48700","Williamsport, PA (Metropolitan Statistical Area)","","Place of residence profile",""
"48700","Williamsport, PA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4738005
"48700","Williamsport, PA (Metropolitan Statistical Area)","100","  Population (persons) 3/",113930
"48700","Williamsport, PA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"48700","Williamsport, PA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",41587
"48700","Williamsport, PA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",68199
"48900","Wilmington, NC (Metropolitan Statistical Area)","","Place of residence profile",""
"48900","Wilmington, NC (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",12142264
"48900","Wilmington, NC (Metropolitan Statistical Area)","100","  Population (persons) 3/",289425
"48900","Wilmington, NC (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"48900","Wilmington, NC (Metropolitan Statistical Area)","110","  Per capita personal income 4/",41953
"48900","Wilmington, NC (Metropolitan Statistical Area)","240","Total employment (number of jobs)",174362
"49020","Winchester, VA-WV (Metropolitan Statistical Area) *","","Place of residence profile",""
"49020","Winchester, VA-WV (Metropolitan Statistical Area) *","10","Personal income (thousands of dollars)",6394742
"49020","Winchester, VA-WV (Metropolitan Statistical Area) *","100","  Population (persons) 3/",138107
"49020","Winchester, VA-WV (Metropolitan Statistical Area) *","","Per capita incomes (dollars)",""
"49020","Winchester, VA-WV (Metropolitan Statistical Area) *","110","  Per capita personal income 4/",46303
"49020","Winchester, VA-WV (Metropolitan Statistical Area) *","240","Total employment (number of jobs)",81881
"49180","Winston-Salem, NC (Metropolitan Statistical Area)","","Place of residence profile",""
"49180","Winston-Salem, NC (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",28874233
"49180","Winston-Salem, NC (Metropolitan Statistical Area)","100","  Population (persons) 3/",666746
"49180","Winston-Salem, NC (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"49180","Winston-Salem, NC (Metropolitan Statistical Area)","110","  Per capita personal income 4/",43306
"49180","Winston-Salem, NC (Metropolitan Statistical Area)","240","Total employment (number of jobs)",354918
"49340","Worcester, MA-CT (Metropolitan Statistical Area)","","Place of residence profile",""
"49340","Worcester, MA-CT (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",50199671
"49340","Worcester, MA-CT (Metropolitan Statistical Area)","100","  Population (persons) 3/",942303
"49340","Worcester, MA-CT (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"49340","Worcester, MA-CT (Metropolitan Statistical Area)","110","  Per capita personal income 4/",53273
"49340","Worcester, MA-CT (Metropolitan Statistical Area)","240","Total employment (number of jobs)",526032
"49420","Yakima, WA (Metropolitan Statistical Area)","","Place of residence profile",""
